OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1008,2019-074B,2026-04-23T08:00:01.999872,15.45365296,.00012552,53.1555,330.2738,108.3354,182.2673,0,U,44714,999,588,.22708966E-2,.111313E-2,0
STARLINK-1012,2019-074F,2026-04-23T08:00:01.999872,15.43638433,.00015606,53.1606,330.5920,93.0657,180.9105,0,U,44718,999,583,.21134207E-1,.1051468E-1,0
STARLINK-1017,2019-074L,2026-04-22T19:30:07.825248,15.27908720,.00031738,53.0491,327.2571,183.0210,177.0770,0,U,44723,999,35570,.11131654E-2,.30508E-3,0
STARLINK-1019,2019-074M,2026-04-23T08:00:01.999872,15.99439722,.00073845,53.0336,269.5174,309.6750,119.2051,0,U,44724,999,604,.7145861E-3,.361587E-2,.66072004E-4
STARLINK-1020,2019-074N,2026-04-23T08:00:01.999872,15.40241066,.00012226,53.1609,355.9064,86.3567,150.2119,0,U,44725,999,588,.39798339E-1,.1806376E-1,0
STARLINK-1036,2019-074AE,2026-04-22T23:50:45.345696,15.64726874,.00045662,53.0448,332.5417,143.8900,216.2423,0,U,44741,999,35564,.37350453E-3,.36594E-3,0
STARLINK-1039,2019-074AH,2026-04-23T02:08:05.310240,15.25374751,.000192,53.0630,10.4378,79.8552,280.2661,0,U,44744,999,35512,.12251606E-2,.31115E-3,0
STARLINK-1042,2019-074AL,2026-04-22T12:50:07.653120,15.52113309,.00009716,53.0424,244.0469,336.2956,23.8008,0,U,44747,999,35687,.27824702E-3,.16672E-3,0
STARLINK-1043,2019-074AM,2026-04-22T19:23:10.025952,15.56567221,.00020206,53.0520,341.1559,156.9669,203.1433,0,U,44748,999,35551,.3433143E-3,.24414E-3,0
STARLINK-1046,2019-074AQ,2026-04-23T01:53:22.723872,15.49172330,.00016064,53.0519,359.0487,332.6277,27.4646,0,U,44751,999,35528,.10688553E-2,.59168E-3,0
STARLINK-1047,2019-074AR,2026-04-22T21:22:56.898912,15.33570181,.0002957,53.0699,299.3526,37.5004,322.6203,0,U,44752,999,35612,.18659E-3,.5772E-4,0
STARLINK-1048,2019-074AS,2026-04-22T17:36:44.792928,15.61264180,.0002273,53.0483,315.1046,209.4019,150.6867,0,U,44753,999,35586,.8955028E-3,.77611E-3,0
STARLINK-1063,2019-074BH,2026-04-23T08:00:01.999872,15.43071202,.00015562,53.1586,11.2574,87.2352,144.9911,0,U,44768,999,587,.21164347E-1,.1031441E-1,0
STARLINK-1067,2019-074BL,2026-04-22T21:55:05.032416,15.66202584,.0005642,53.0472,348.1825,149.3771,210.7574,0,U,44771,999,35542,.92334E-3,.97597E-3,0
STARLINK-1068,2019-074BM,2026-04-23T03:27:53.936064,15.69444036,.00035014,53.0459,321.1026,90.8448,269.2970,0,U,44772,999,35581,.38407014E-3,.45701E-3,0
STARLINK-1114,2020-001P,2026-04-23T05:44:36.940416,15.57932477,.00046889,53.0449,114.1971,341.3273,18.7566,0,U,44927,999,34702,.8075453E-3,.61459E-3,0
STARLINK-1123,2020-001S,2026-04-23T08:00:01.999872,15.39823331,.00014199,53.1465,137.5713,97.5566,80.0708,0,U,44930,999,586,.4323557E-1,.1952631E-1,0
STARLINK-1094,2020-001AD,2026-04-23T08:00:01.999872,15.40864951,.00014926,53.1551,111.6103,105.1732,49.3649,0,U,44941,999,582,.37582363E-1,.17335E-1,0
STARLINK-1122,2020-001AM,2026-04-23T08:00:01.999872,15.38546001,.00018416,53.1570,112.0675,97.4488,66.1521,0,U,44949,999,587,.46765633E-1,.199517E-1,0
STARLINK-1080,2020-001AZ,2026-04-23T06:25:55.522272,15.54688333,.00011512,53.0468,73.9248,19.8301,340.2753,0,U,44961,999,34759,.11067665E-2,.7491E-3,0
STARLINK-1090,2020-001BG,2026-04-23T08:00:01.999872,15.38953548,.00019935,53.1511,98.7923,84.6130,307.6863,0,U,44968,999,572,.4091608E-1,.177745E-1,0
STARLINK-1132,2020-006A,2026-04-23T01:29:25.573056,15.49244729,.00043822,53.1551,42.7486,55.3932,304.7490,0,U,45044,999,34379,.10765944E-2,.59767E-3,0
STARLINK-1131,2020-006D,2026-04-23T08:00:01.999872,15.41177897,.00018146,53.1588,73.2226,87.7137,66.8586,0,U,45047,999,582,.24739523E-1,.1142507E-1,0
STARLINK-1134,2020-006E,2026-04-23T00:30:17.384256,15.49368970,.0003658,53.0307,26.5829,347.1469,12.9445,0,U,45048,999,34400,.92774182E-3,.51614E-3,0
STARLINK-1156,2020-006L,2026-04-23T02:26:06.766944,15.31170196,.00014929,53.1591,74.6518,115.8489,244.2666,0,U,45054,999,34334,.11142118E-2,.338E-3,0
STARLINK-1159,2020-006P,2026-04-23T05:38:09.812256,16.02667650,.00031324,53.0375,7.6047,203.5364,156.5524,0,U,45057,999,34428,.60028792E-3,.365476E-2,.70007373E-4
STARLINK-1166,2020-006S,2026-04-23T07:00:10.235232,15.52273465,.00030252,53.0489,59.0087,63.3609,296.7710,0,U,45060,999,34357,.95103909E-3,.58765E-3,0
STARLINK-1169,2020-006T,2026-04-23T06:57:18.828864,15.33790296,.00040476,53.1580,73.3344,90.6821,269.4645,0,U,45061,999,34338,.13252035E-2,.43807E-3,0
STARLINK-1171,2020-006U,2026-04-23T01:24:02.904480,15.68665267,.00045462,53.0449,31.2857,107.6615,252.4898,0,U,45062,999,34394,.41912731E-3,.48361E-3,0
STARLINK-1133,2020-006W,2026-04-23T04:54:12.472128,15.31264480,.00012405,53.1606,50.9672,123.9100,236.2019,0,U,45064,999,34369,.94967076E-3,.28821E-3,0
STARLINK-1167,2020-006AD,2026-04-23T04:58:49.208736,15.33374381,.00038992,53.1600,50.7366,97.6886,262.4559,0,U,45071,999,34369,.60914503E-3,.19606E-3,0
STARLINK-1168,2020-006AE,2026-04-23T02:53:37.062240,15.31268610,.00023935,53.1590,51.5736,160.5704,199.5389,0,U,45072,999,34367,.17003472E-2,.52061E-3,0
STARLINK-1172,2020-006AG,2026-04-23T01:32:11.512032,15.34251185,.00035875,53.1560,51.0732,101.1870,258.9536,0,U,45074,999,34367,.10939415E-2,.36595E-3,0
STARLINK-1153,2020-006AN,2026-04-23T04:35:54.589920,15.33367736,.00042618,53.1599,50.7307,112.1837,247.9618,0,U,45080,999,34369,.10559379E-2,.34322E-3,0
STARLINK-1151,2020-006AP,2026-04-23T02:46:02.813376,15.71223600,.00047481,53.0523,20.6865,121.5170,238.6312,0,U,45081,999,34409,.42627786E-3,.54806E-3,0
STARLINK-1185,2020-006AV,2026-04-22T03:29:57.735168,15.40953616,.00020009,53.1612,38.4128,131.5572,228.5605,0,U,45087,999,34377,.10698024E-2,.44575E-3,0
STARLINK-1183,2020-006AW,2026-04-23T02:18:14.385312,15.31246111,.00015238,53.1602,36.2562,126.7735,233.3406,0,U,45088,999,34388,.11683955E-2,.35554E-3,0
STARLINK-1152,2020-006BE,2026-04-23T01:57:28.162080,15.43587292,.00025241,53.0379,356.2008,61.7143,298.4117,0,U,45096,999,34443,.11031147E-2,.50282E-3,0
STARLINK-1184,2020-006BG,2026-04-23T02:30:19.665792,15.12353667,.00014089,53.0535,44.4872,281.2234,78.8599,0,U,45098,999,34375,.99155913E-3,.17135E-3,0
STARLINK-1193,2020-006BJ,2026-04-23T03:06:38.386080,15.62658923,.0005915,53.0503,14.1635,123.1180,237.0402,0,U,45100,999,34418,.87703283E-3,.80322E-3,0
STARLINK-1143,2020-012B,2026-04-23T08:00:01.999872,15.74037583,.000444,53.0429,109.6297,344.8247,236.1899,0,U,45179,999,592,.11327003E-2,.167578E-2,0
STARLINK-1202,2020-012F,2026-04-23T05:30:55.692000,15.31006301,.00020012,53.1555,192.3249,19.0879,341.0196,0,U,45183,999,34177,.10089457E-2,.30402E-3,0
STARLINK-1216,2020-012H,2026-04-23T05:13:31.069344,15.31304909,.00019815,53.1580,192.3328,32.2085,327.9037,0,U,45185,999,34171,.11271157E-2,.34344E-3,0
STARLINK-1225,2020-012K,2026-04-23T05:09:28.498752,15.31257408,.00018641,53.1573,192.7903,28.1997,331.9105,0,U,45187,999,34175,.10854187E-2,.33004E-3,0
STARLINK-1230,2020-012M,2026-04-23T05:23:06.044928,15.31275079,.00018915,53.1569,192.8034,32.4797,327.6321,0,U,45189,999,33898,.10819405E-2,.32915E-3,0
STARLINK-1234,2020-012N,2026-04-21T23:40:14.776032,15.68435666,.0009135,53.0407,112.4777,63.0813,297.1135,0,U,45190,999,34266,.45875E-3,.52599E-3,0
STARLINK-1269,2020-012V,2026-04-22T23:01:45.544224,15.31281824,.00015228,53.1571,193.8898,10.9829,349.1206,0,U,45197,999,34169,.74602545E-3,.22556E-3,0
STARLINK-1154,2020-012W,2026-04-23T02:49:49.742976,15.53115737,.00040424,53.0427,156.8671,325.7010,34.3737,0,U,45198,999,34218,.86935001E-3,.55326E-3,0
STARLINK-1199,2020-012Z,2026-04-22T05:04:31.560096,15.31155744,.00018043,53.1548,181.6219,31.3265,328.7843,0,U,45201,999,34182,.82627095E-3,.2493E-3,0
STARLINK-1209,2020-012AE,2026-04-23T00:25:26.703552,15.58793333,.00125243,53.0422,119.0512,51.4084,308.8047,0,U,45206,999,34181,.97673175E-3,.77289E-3,0
STARLINK-1231,2020-012AL,2026-04-22T09:13:03.213408,15.24717789,.00036554,53.0370,174.4989,306.1968,53.8690,0,U,45212,999,34188,.94316309E-3,.23382E-3,0
STARLINK-1271,2020-012AR,2026-04-22T12:53:10.985280,15.31066645,.0002154,53.1582,180.2458,28.4390,331.6728,0,U,45217,999,34187,.59908E-3,.17908E-3,0
STARLINK-1191,2020-012AW,2026-04-23T02:04:23.549952,15.34477197,.0005312,53.1559,151.9260,22.7988,337.3250,0,U,45222,999,34232,.98559024E-3,.33163E-3,0
STARLINK-1212,2020-012AX,2026-04-23T06:46:49.202688,15.60690339,.00063948,53.0436,133.9850,358.4118,1.6873,0,U,45223,999,34258,.9231374E-3,.7833E-3,0
STARLINK-1215,2020-012AZ,2026-04-23T03:06:06.225408,15.31280402,.00016843,53.1547,151.8192,34.6431,325.4680,0,U,45225,999,34228,.96485955E-3,.29304E-3,0
STARLINK-1221,2020-012BB,2026-04-23T05:20:54.994272,15.43428559,.00037351,53.0663,58.3223,118.9608,241.1773,0,U,45227,999,34358,.25337797E-3,.11106E-3,0
STARLINK-1222,2020-012BC,2026-04-23T00:30:09.694656,15.52159115,.00006905,53.0535,129.8214,6.5113,353.5905,0,U,45228,999,34250,.41156742E-3,.2495E-3,0
STARLINK-1226,2020-012BD,2026-04-22T19:42:50.884992,15.39253344,.00030625,53.1580,152.0283,40.1466,319.9765,0,U,45229,999,34219,.84788365E-3,.3326E-3,0
STARLINK-1227,2020-012BE,2026-04-23T02:16:02.855136,15.39343515,.00039561,53.1557,150.8977,33.1150,327.0102,0,U,45230,999,34235,.96300517E-3,.37969E-3,0
STARLINK-1246,2020-012BK,2026-04-23T05:31:54.863040,15.31432748,.0001902,53.1556,192.2925,18.8122,341.2950,0,U,45235,999,34179,.14320565E-2,.43966E-3,0
STARLINK-1270,2020-012BM,2026-04-22T19:00:53.396352,15.54320210,.00052996,53.0442,135.6590,15.8122,344.3052,0,U,45237,999,34251,.7989659E-3,.53094E-3,0
STARLINK-1279,2020-019A,2026-04-22T15:46:38.013024,15.66666787,.0005434,53.0401,243.8780,315.2528,44.8048,0,U,45360,999,33754,.5144E-3,.54862E-3,0
STARLINK-1301,2020-019B,2026-04-22T15:29:25.342080,15.70521946,.00039295,53.0404,247.4178,346.9088,13.1826,0,U,45361,999,33750,.39069926E-3,.48671E-3,0
STARLINK-1262,2020-019G,2026-04-22T20:15:04.490208,15.30276193,.00006501,53.1573,320.2133,154.4736,205.6297,0,U,45366,999,33651,.94105965E-3,.27682E-3,0
STARLINK-1273,2020-019H,2026-04-22T21:36:36.305280,15.50748752,.0003088,53.0487,303.4296,197.2420,162.8483,0,U,45367,999,33674,.95956E-3,.56114E-3,0
STARLINK-1277,2020-019K,2026-04-22T23:23:33.972864,15.56537197,.00047576,53.0474,299.2014,198.1475,161.9366,0,U,45369,999,33681,.1018841E-2,.73825E-3,0
STARLINK-1281,2020-019L,2026-04-22T22:46:38.186112,15.31248256,.0000221,53.1590,319.6441,168.1910,191.9096,0,U,45370,999,33653,.10974E-2,.33363E-3,0
STARLINK-1300,2020-019Q,2026-04-22T23:17:34.968768,15.31376549,.00003651,53.1618,319.5458,55.2760,304.8276,0,U,45374,999,33653,.11191069E-2,.34172E-3,0
STARLINK-1302,2020-019R,2026-04-22T21:51:24.198336,15.61297532,.0001717,53.0488,297.0859,161.9228,198.1846,0,U,45375,999,33683,.98355E-3,.85484E-3,0
STARLINK-1304,2020-019S,2026-04-22T21:10:19.736832,15.55703976,.0002593,53.0467,296.7567,207.4192,152.6682,0,U,45376,999,33683,.9804E-3,.68789E-3,0
STARLINK-1305,2020-019T,2026-04-22T17:31:29.680032,15.61854608,.00067428,53.0410,278.5112,269.9386,90.0855,0,U,45377,999,33708,.10342675E-2,.92042E-3,0
STARLINK-1319,2020-019V,2026-04-23T06:53:45.607488,15.70681692,.00015383,53.0429,269.8359,264.3935,95.6906,0,U,45379,999,33725,.41659008E-3,.52295E-3,0
STARLINK-1266,2020-019Z,2026-04-22T23:36:51.727392,15.52351059,.00032694,53.0475,280.7237,208.6960,151.3869,0,U,45383,999,33706,.74720565E-3,.46126E-3,0
STARLINK-1267,2020-019AA,2026-04-22T17:50:42.082368,15.57695627,.0003185,53.0482,274.3908,317.2040,42.8723,0,U,45384,999,33713,.89190192E-3,.67362E-3,0
STARLINK-1272,2020-019AC,2026-04-23T02:45:06.649056,15.64750701,.0007418,53.0407,253.1829,290.1555,69.8661,0,U,45386,999,33746,.78066065E-3,.77614E-3,0
STARLINK-1274,2020-019AD,2026-04-22T16:11:51.326304,15.54216149,.00061904,53.0251,251.5115,332.4631,27.6050,0,U,45387,999,33744,.88697376E-3,.58826E-3,0
STARLINK-1280,2020-019AE,2026-04-21T20:31:28.262208,15.71159673,.0002294,53.0403,269.5460,290.5838,69.4933,0,U,45388,999,33711,.51362025E-3,.66044E-3,0
STARLINK-1283,2020-019AF,2026-04-23T02:31:45.539616,15.66090775,.00014553,53.0418,252.7405,354.0376,6.0621,0,U,45389,999,33747,.40557249E-3,.42046E-3,0
STARLINK-1284,2020-019AG,2026-04-22T17:55:11.574336,15.59522247,.00037977,53.0474,277.7266,224.7221,135.3485,0,U,45390,999,33708,.89687107E-3,.72657E-3,0
STARLINK-1297,2020-019AM,2026-04-23T06:04:01.741152,15.63017575,.00043914,53.0440,274.0473,231.0297,129.0326,0,U,45395,999,33636,.93008365E-3,.86457E-3,0
STARLINK-1307,2020-019AP,2026-04-22T20:41:32.306208,15.53608688,.0001051,53.0541,278.2075,114.2452,245.8667,0,U,45397,999,33691,.44435E-3,.28455E-3,0
STARLINK-1255,2020-019AR,2026-04-23T01:38:34.232064,15.60180544,.00039077,53.0387,247.7734,315.0077,45.0619,0,U,45399,999,33734,.10592804E-2,.88274E-3,0
STARLINK-1260,2020-019AW,2026-04-22T20:59:47.784768,15.33598695,.0001888,53.1600,283.5610,274.5043,85.5743,0,U,45404,999,33674,.12351E-2,.40532E-3,0
STARLINK-1263,2020-019AX,2026-04-22T21:34:44.901120,15.31223656,.0000887,53.1591,283.8649,300.5365,59.5549,0,U,45405,999,33674,.26594E-2,.81841E-3,0
STARLINK-1265,2020-019AY,2026-04-22T21:02:30.158016,15.33757735,.0001537,53.1597,283.6425,256.9806,103.1025,0,U,45406,999,33674,.13031E-2,.43015E-3,0
STARLINK-1278,2020-019BA,2026-04-22T17:30:27.641376,15.64226387,.00038356,53.0428,275.8431,266.7162,93.3414,0,U,45408,999,33683,.10314449E-2,.100797E-2,0
STARLINK-1296,2020-019BE,2026-04-22T20:35:53.409984,15.34203293,.0002473,53.1604,283.4951,241.4224,118.6530,0,U,45412,999,33674,.18215E-2,.61286E-3,0
STARLINK-1309,2020-019BG,2026-04-22T20:32:59.942112,15.63410106,.000487,53.0629,268.8085,235.4070,124.6485,0,U,45414,999,33692,.93918E-3,.88699E-3,0
STARLINK-1316,2020-019BH,2026-04-23T03:53:04.765344,15.34398985,.00027431,53.1571,282.1066,263.9167,96.1523,0,U,45415,999,33681,.11813886E-2,.39752E-3,0
STARLINK-1286,2020-019BK,2026-04-23T03:34:31.524672,15.54453984,.00024612,53.0469,276.5163,204.6825,155.4068,0,U,45417,999,33713,.54370401E-3,.36063E-3,0
STARLINK-1308,2020-019BM,2026-04-21T19:37:37.872480,15.58438908,.0005329,53.0501,303.7092,208.0706,152.0019,0,U,45419,999,33638,.81452347E-3,.63216E-3,0
STARLINK-1329,2020-025A,2026-04-23T07:34:34.234464,15.67851313,.00029321,53.0426,222.7320,357.6633,2.4368,0,U,45531,999,33243,.39673647E-3,.442E-3,0
STARLINK-1338,2020-025B,2026-04-22T14:59:22.117920,15.62575393,.0001723,53.0447,231.1379,302.4653,57.6193,0,U,45532,999,33225,.82651E-3,.75321E-3,0
STARLINK-1350,2020-025E,2026-04-23T05:04:32.996928,15.37188596,.00006712,53.0711,183.8659,69.4027,290.7048,0,U,45535,999,33300,.22402865E-3,.7898E-4,0
STARLINK-1362,2020-025H,2026-04-23T07:09:32.452992,15.32893304,.00019247,53.1619,253.4417,92.1583,267.9640,0,U,45538,999,33201,-.50819226E-2,-.16064E-2,0
STARLINK-1368,2020-025K,2026-04-23T02:47:50.510112,15.33331483,.00009831,53.1586,254.6588,34.2789,325.8276,0,U,45540,999,33197,.12156284E-2,.39543E-3,0
STARLINK-1371,2020-025M,2026-04-22T15:14:16.083168,15.54324854,.0003776,53.0467,238.2916,317.2316,42.8400,0,U,45542,999,33215,.85058E-3,.56575E-3,0
STARLINK-1372,2020-025N,2026-04-23T02:09:14.945184,15.33708807,.00012268,53.1576,254.4444,6.2049,353.8968,0,U,45543,999,33107,.12165151E-2,.40053E-3,0
STARLINK-1373,2020-025P,2026-04-23T01:10:48.768384,15.58828473,.00020937,53.0444,234.5544,295.4751,64.6044,0,U,45544,999,33224,.14726001E-2,.117141E-2,0
STARLINK-1327,2020-025AA,2026-04-23T05:42:42.888960,15.61353712,.00040342,53.0423,210.2891,279.7736,80.2821,0,U,45555,999,33259,.9763851E-3,.85059E-3,0
STARLINK-1356,2020-025AK,2026-04-23T06:27:05.915808,15.51653345,.00023164,53.0472,220.4713,278.3403,81.7343,0,U,45564,999,33245,.11030039E-2,.66786E-3,0
STARLINK-1357,2020-025AL,2026-04-22T04:56:59.875584,15.64621238,.00070473,53.0446,185.9430,333.8419,26.2238,0,U,45565,999,33285,.41130463E-3,.40228E-3,0
STARLINK-1361,2020-025AN,2026-04-23T06:24:29.334816,15.54938580,.00013042,53.0458,219.5302,225.4630,134.6273,0,U,45567,999,33247,.93825956E-3,.6393E-3,0
STARLINK-1363,2020-025AP,2026-04-23T08:00:01.999872,15.90353944,.000264,53.0348,172.6401,19.1357,349.9135,0,U,45568,999,602,.47992506E-3,.146537E-2,.18935525E-4
STARLINK-1366,2020-025AQ,2026-04-23T00:00:02.000160,15.87353962,.0002387,53.0355,175.6290,339.1895,305.5699,0,U,45569,999,606,.64841E-3,.177119E-2,0
STARLINK-1376,2020-025AR,2026-04-22T14:54:54.472320,15.34151598,.0003199,53.1570,233.1543,324.9036,35.1755,0,U,45570,999,33223,.1103E-2,.36783E-3,0
STARLINK-1320,2020-025AT,2026-04-23T05:32:45.709440,15.76273748,.00025823,53.0458,124.6653,110.0958,250.0339,0,U,45572,999,33381,.43069771E-3,.69016E-3,0
STARLINK-1321,2020-025AU,2026-04-23T05:53:06.108576,15.56158987,.00040099,53.0471,203.9163,327.6432,32.4332,0,U,45573,999,33238,.10749968E-2,.7685E-3,0
STARLINK-1331,2020-025AZ,2026-04-23T06:12:16.171200,15.55746694,.00057895,53.0485,210.6132,303.5156,56.5301,0,U,45578,999,33260,.9531133E-3,.66985E-3,0
STARLINK-1333,2020-025BB,2026-04-23T00:52:22.595232,15.31310275,.00014787,53.1567,231.7599,32.6233,327.4859,0,U,45580,999,33229,.12221402E-2,.3729E-3,0
STARLINK-1335,2020-025BC,2026-04-23T07:23:47.832000,15.32803611,.00018213,53.1573,227.7313,358.9046,1.1952,0,U,45581,999,33236,.32582799E-3,.10111E-3,0
STARLINK-1337,2020-025BD,2026-04-23T06:24:26.369568,15.66995315,.00064353,53.0479,203.8190,314.4374,45.6114,0,U,45582,999,33268,.76649032E-3,.83441E-3,0
STARLINK-1347,2020-025BH,2026-04-22T11:22:31.401984,15.63158200,.00043776,53.0393,176.5816,347.0870,13.0031,0,U,45586,999,33299,.80378027E-3,.74951E-3,0
STARLINK-1364,2020-025BL,2026-04-23T06:27:45.821376,15.57306068,.00044481,53.0470,208.1340,275.3097,84.7406,0,U,45589,999,33262,.93039359E-3,.69298E-3,0
STARLINK-1365,2020-025BM,2026-04-23T07:41:05.342208,15.52213609,.00036213,53.0494,239.7446,266.7883,93.2711,0,U,45590,999,33220,.76788744E-3,.47189E-3,0
STARLINK-1443,2020-035D,2026-04-23T00:31:03.180576,15.28992369,.00018927,53.1353,219.8349,307.0031,53.0796,0,U,45660,999,32553,.1138742E-2,.32282E-3,0
STARLINK-1446,2020-035G,2026-04-22T19:56:58.477632,15.44871282,.0004125,53.0226,149.3852,44.2366,315.8969,0,U,45663,999,32649,.43373E-3,.20319E-3,0
STARLINK-1448,2020-035J,2026-04-23T06:10:17.607936,15.61872786,.00062929,53.0447,196.5544,304.8672,55.1749,0,U,45665,999,32586,.94365545E-3,.83895E-3,0
STARLINK-1451,2020-035M,2026-04-22T14:15:46.940256,15.12251166,.0000822,53.0526,227.4836,36.2786,323.8261,0,U,45668,999,32538,.10209E-2,.17602E-3,0
STARLINK-1452,2020-035N,2026-04-22T10:38:12.748704,15.51322557,.00012807,53.0277,172.2007,297.8573,62.2305,0,U,45669,999,32614,.87749721E-3,.52311E-3,0
STARLINK-1453,2020-035P,2026-04-22T20:28:51.184416,15.62372620,.0002619,53.0425,158.9740,29.4291,330.6869,0,U,45670,999,32625,.14894E-2,.136114E-2,0
STARLINK-1454,2020-035Q,2026-04-23T04:57:33.811776,15.59661381,.00042678,53.0463,197.4003,288.5870,71.4678,0,U,45671,999,32584,.60446867E-3,.4892E-3,0
STARLINK-1456,2020-035S,2026-04-22T22:25:16.978656,15.57763035,.000685,53.0446,192.7709,343.4359,16.6427,0,U,45673,999,32590,.98929E-3,.75091E-3,0
STARLINK-1457,2020-035T,2026-04-23T08:00:01.999872,15.94989050,.00051021,53.0383,156.3398,2.4962,318.3488,0,U,45674,999,603,.48245487E-3,.188944E-2,.25008201E-4
STARLINK-1458,2020-035U,2026-04-23T06:39:07.822368,15.49589025,.00053124,53.0484,202.7638,297.7832,62.2637,0,U,45675,999,32575,.11550214E-2,.64999E-3,0
STARLINK-1460,2020-035V,2026-04-23T06:27:05.973696,15.31268567,.00017143,53.1606,217.8198,17.1521,342.9538,0,U,45676,999,32554,.1200596E-2,.36575E-3,0
STARLINK-1392,2020-035W,2026-04-23T07:32:23.983008,15.34159564,.00011604,53.1523,217.2706,38.5415,321.5670,0,U,45677,999,32559,.1209805E-2,.40408E-3,0
STARLINK-1394,2020-035Y,2026-04-23T04:30:46.833984,15.57750821,.00076068,53.0442,181.7619,345.1354,14.9432,0,U,45679,999,32607,.81927668E-3,.61984E-3,0
STARLINK-1402,2020-035AE,2026-04-23T03:00:36.735552,15.51755389,.00078224,53.0412,170.6472,11.1255,348.9925,0,U,45685,999,32623,.10192367E-2,.61931E-3,0
STARLINK-1404,2020-035AF,2026-04-22T23:02:29.513184,15.39546793,.00034042,53.1587,202.4440,9.5184,350.5885,0,U,45686,999,32577,.10706916E-2,.42568E-3,0
STARLINK-1413,2020-035AJ,2026-04-23T05:47:45.993120,15.31240983,.00019748,53.1594,202.5804,37.8750,322.2390,0,U,45689,999,32571,.12296087E-2,.3744E-3,0
STARLINK-1417,2020-035AN,2026-04-23T07:09:11.699712,15.14727109,.00047263,53.0505,211.7699,8.2392,351.8677,0,U,45693,999,32565,.90001537E-3,.1661E-3,0
STARLINK-1420,2020-035AQ,2026-04-22T20:52:54.058368,15.62586831,.0006461,53.0461,167.7925,343.8912,16.1895,0,U,45695,999,32624,.10798E-2,.98975E-3,0
STARLINK-1422,2020-035AR,2026-04-23T05:55:45.952896,15.31429033,.00021822,53.1590,202.5381,25.4634,334.6475,0,U,45696,999,32579,.11560917E-2,.35379E-3,0
STARLINK-1351,2020-035AS,2026-04-23T03:38:24.815040,15.59858984,.00073723,53.0448,166.1783,347.0083,13.0738,0,U,45697,999,32629,.10056403E-2,.82762E-3,0
STARLINK-1400,2020-035AV,2026-04-23T07:14:37.817376,15.58590652,.00058267,53.0444,167.3717,314.4678,45.5856,0,U,45700,999,32628,.93857824E-3,.73445E-3,0
STARLINK-1403,2020-035AW,2026-04-23T05:29:11.922144,15.30315816,.00017368,53.1539,189.8304,22.5932,337.5144,0,U,45701,999,32596,.10766285E-2,.31779E-3,0
STARLINK-1407,2020-035AY,2026-04-23T05:30:57.131424,15.67185508,.0002016,53.0308,97.3260,299.6565,60.4250,0,U,45703,999,32726,.80399391E-3,.8821E-3,0
STARLINK-1411,2020-035BB,2026-04-23T06:24:46.317600,15.72613260,.0006109,53.0381,121.8850,24.8573,335.2737,0,U,45706,999,32691,.79474695E-3,.10971E-2,0
STARLINK-1423,2020-035BF,2026-04-23T02:56:31.320672,15.64465524,.00076808,53.0441,166.3524,319.1624,40.8814,0,U,45710,999,32627,.36402153E-3,.35305E-3,0
STARLINK-1433,2020-035BG,2026-04-23T03:49:41.444544,15.63752837,.00072987,53.0436,164.6297,327.0935,32.9623,0,U,45711,999,32630,.80313965E-3,.76747E-3,0
STARLINK-1434,2020-035BH,2026-04-23T03:38:48.505056,15.30726394,.00037672,53.0528,173.4192,312.6247,47.4434,0,U,45712,999,32619,.67426451E-3,.19995E-3,0
STARLINK-1465,2020-038B,2026-04-22T04:46:02.363808,15.56872525,.00049177,53.0483,13.2775,98.1565,262.0004,0,U,45731,999,32314,.85038512E-3,.62224E-3,0
STARLINK-1471,2020-038F,2026-04-22T19:27:09.283104,15.51246773,.0001898,53.0464,290.2453,61.5138,298.6062,0,U,45735,999,32437,.33531E-3,.19567E-3,0
STARLINK-1480,2020-038M,2026-04-22T23:18:04.855392,15.58678975,.000271,53.0518,3.4174,163.2510,196.8592,0,U,45741,999,32336,.5859E-3,.45627E-3,0
STARLINK-1500,2020-038Q,2026-04-22T22:09:01.112256,15.37071919,.0003435,53.0375,344.8717,71.9037,288.2339,0,U,45744,999,32361,.4714E-3,.17005E-3,0
STARLINK-1504,2020-038S,2026-04-22T18:50:27.056832,15.56107655,.00007974,53.0224,288.9539,29.5990,330.5065,0,U,45746,999,32437,.3381313E-3,.23624E-3,0
STARLINK-1506,2020-038T,2026-04-23T02:34:58.545120,15.27594165,.00040864,53.0761,356.7186,57.0918,303.0474,0,U,45747,999,32347,.36753187E-3,.9713E-4,0
STARLINK-1464,2020-038X,2026-04-22T23:04:41.116800,15.49410236,.0002805,53.0490,353.2658,110.6407,249.4901,0,U,45751,999,32350,.85234E-3,.47421E-3,0
STARLINK-1477,2020-038AA,2026-04-23T03:30:58.955616,15.16597227,.00036363,53.0528,10.5280,105.5901,254.5494,0,U,45754,999,32327,.69519828E-3,.1346E-3,0
